word,frequency,sentiment
varios,9,positive
surpreende,3,positive
mercado,28,positive
especificação,8,positive
imagens,18,positive
fofinho,7,positive
transporte,39,positive
notebook,20,positive
manta,17,positive
resposta,29,positive
confirmando,3,positive
detalhes,28,positive
lindoadorei,4,positive
produtofiz,2,positive
especial,4,positive
eles,54,positive
acolheram,2,positive
pedidoque,2,positive
diferençamuito,2,positive
combiando,1,positive
fresco,1,positive
folhas,6,positive
planta,5,positive
caule,5,positive
recomendada,13,positive
prazoproduto,9,positive
baladosuper,1,positive
discreto,9,positive
línguas,1,positive
sabia,13,positive
alarme,2,positive
tipo,44,positive
mudou,4,positive
entrou,20,positive
comigo,18,positive
explicou,2,positive
ocorrido,5,positive
educados,1,positive
suplemento,3,positive
inmetro,2,positive
sitr,1,positive
plauso,1,positive
direção,1,positive
capacete,10,positive
polícia,1,positive
cinco,7,positive
perdi,4,positive
ccccccccc,3,positive
cccccccc,3,positive
ccccc,3,positive
ccc,3,positive
prazoperfeito,3,positive
mensagem,6,positive
encomendas,14,positive
atrasaram,6,positive
crianças,7,positive
meses,15,positive
bb,5,positive
mês,44,positive
testaloobrigado,3,positive
atrasorecomendo,1,positive
recomendoproduto,10,positive
babá,1,positive
eletrônica,2,positive
dormir,7,positive
quartinho,2,positive
dele,14,positive
perto,4,positive
imensa,1,positive
emitir,8,positive
excelentes,46,positive
deram,15,positive
amigos,40,positive
adequado,14,positive
pelas,15,positive
resenhas,1,positive
possível,18,positive
falar,30,positive
dúvidas,14,positive
con,1,positive
fiável,1,positive
item,27,positive
insatisfeita,2,positive
lindae,1,positive
ta,31,positive
vindo,34,positive
jegue,1,positive
treze,1,positive
gerada,1,positive
corlojista,2,positive
esclareceu,2,positive
whatszap,2,positive
ponto,20,positive
negativo,14,positive
separadamente,18,positive
onerando,3,positive
custos,3,positive
sua,45,positive
comprador,3,positive
qq,2,positive
fotógrafo,1,positive
procurava,8,positive
xxx,4,positive
prado,1,positive
imagem,71,positive
escuro,13,positive
antiderrapante,5,positive
prevê,1,positive
preçoas,1,positive
alças,8,positive
maiores,17,positive
mis,1,positive
regulagens,1,positive
ordem,75,positive
logística,27,positive
conformes,43,positive
entanto,24,positive
pesada,8,positive
solicitando,6,positive
oque,20,positive
continue,34,positive
amo,47,positive
precisei,19,positive
prontamente,12,positive
escurece,1,positive
satisfatórios,3,positive
variedade,3,positive
esperadoobrigada,1,positive
mta,3,positive
condiçoes,13,positive
ola,5,positive
produtoobrigado,2,positive
estes,9,positive
sensacionais,2,positive
cesto,10,positive
ninguem,4,positive
cas,1,positive
demoranão,1,positive
passaram,5,positive
feira,10,positive
completar,1,positive
enorme,5,positive
estimada,7,positive
aparente,3,positive
funcionará,1,positive
proteção,35,positive
contra,17,positive
prováveis,1,positive
impactos,1,positive
compr,1,positive
cuidado,51,positive
brinquedo,14,positive
qualidadeporem,1,positive
interna,11,positive
protuto,2,positive
delicado,17,positive
pincéis,19,positive
médio,1,positive
competência,18,positive
antecedência,35,positive
relativo,2,positive
baixo,27,positive
edredon,2,positive
aqueles,3,positive
gostam,1,positive
arrumadaadoro,1,positive
envia,10,positive
dado,47,positive
curto,11,positive
lindoooooooooo,1,positive
prometida,6,positive
frágil,44,positive
esponja,6,positive
urso,3,positive
peixe,1,positive
tratamento,7,positive
digno,2,positive
vip,4,positive
recebemos,37,positive
namorada,5,positive
prazoveio,2,positive
danificados,1,positive
atualizava,2,positive
status,20,positive
app,9,positive
blz,9,positive
design,20,positive
moderno,14,positive
ponteiro,2,positive
temperatura,14,positive
previto,1,positive
pensando,7,positive
cancelar,7,positive
pendentecomprei,3,positive
três,42,positive
primeiros,9,positive
depôs,3,positive
pedidomas,2,positive
cadeira,49,positive
azul,28,positive
preto,29,positive
parceiras,7,positive
padrão,12,positive
suber,1,positive
compracom,5,positive
pecou,3,positive
emails,8,positive
acompanhamento,17,positive
novo,44,positive
melhorar,32,positive
record,7,positive
pegada,3,positive
falando,6,positive
j,2,positive
produtoantes,2,positive
violação,2,positive
mostroario,1,positive
especificações,53,positive
cabeamento,1,positive
continui,2,positive
exelente,61,positive
comfiavel,1,positive
saia,11,positive
ota,1,positive
cem,5,positive
encomendo,4,positive
pessoas,37,positive
tempoeu,1,positive
aumento,2,positive
procuro,2,positive
ficar,40,positive
próximo,11,positive
encostar,1,positive
objeto,15,positive
observa,1,positive
escelente,3,positive
indicando,3,positive
tô,16,positive
produtosótimo,1,positive
r,18,positive
sr,3,positive
responsável,25,positive
oline,1,positive
observei,3,positive
comora,6,positive
agil,11,positive
bomcabelo,1,positive
lisinho,1,positive
sistema,18,positive
conectores,4,positive
instalados,1,positive
alterem,1,positive
terezinha,1,positive
satisfeitacontinuem,1,positive
crescer,3,positive
suas,14,positive
empresasparabèns,1,positive
produtopodem,1,positive
nâo,6,positive
domingos,2,positive
acontecia,2,positive
horas,20,positive
manhâ,2,positive
benefício,98,positive
absurdomas,1,positive
estalei,4,positive
aparentemente,56,positive
dizer,34,positive
enquanto,39,positive
competente,11,positive
prestativo,9,positive
simparabens,1,positive
equipe,47,positive
preocupado,6,positive
relação,62,positive
organizar,6,positive
pequenos,10,positive
espaços,4,positive
bomcomprtar,1,positive
ns,1,positive
prpduto,2,positive
corretopreco,1,positive
justoadoreiobrigada,1,positive
técnico,6,positive
central,6,positive
deixa,41,positive
realizar,11,positive
solto,7,positive
principal,5,positive
proteger,10,positive
estranho,13,positive
net,3,positive
guardar,11,positive
costumo,2,positive
idônea,5,positive
cantinho,1,positive
café,7,positive
produtotudo,2,positive
algo,23,positive
atinge,1,positive
máxima,9,positive
atingida,1,positive
consumo,3,positive
kwh,1,positive
rastreamento,36,positive
almofada,11,positive
praso,32,positive
abril,8,positive
compreendi,1,positive
lapiseira,1,positive
protetora,4,positive
medidas,18,positive
ajustou,1,positive
sofá,17,positive
apliquei,8,positive
aplicação,15,positive
habilidade,7,positive
postou,4,positive
protegido,38,positive
atrasou,31,positive
borrachinhas,1,positive
ficam,8,positive
embaixo,7,positive
girar,1,positive
timer,1,positive
anti,7,positive
horário,9,positive
desligar,1,positive
alimento,1,positive
fique,7,positive
pronto,5,positive
anunciaram,2,positive
trabaho,1,positive
algodão,10,positive
entretanto,20,positive
hábil,17,positive
chego,30,positive
on,9,positive
line,9,positive
visor,6,positive
sensor,2,positive
trincado,4,positive
partes,17,positive
estas,4,positive
características,15,positive
deixei,3,positive
passar,7,positive
qualidadeentregue,3,positive
imã,2,positive
impressão,20,positive
construído,2,positive
cancelei,5,positive
cartao,8,positive
pessoalmente,11,positive
dó,1,positive
jogar,3,positive
enfeite,5,positive
feitaa,2,positive
ficaram,13,positive
valew,3,positive
executado,2,positive
elevado,5,positive
vantajoso,1,positive
chegando,13,positive
originais,12,positive
compensou,3,positive
declarar,9,positive
chegarão,1,positive
família,12,positive
abençoe,9,positive
superprotegida,2,positive
lojacompras,3,positive
prazoe,8,positive
esperavarecomendadissimo,3,positive
aguardandoobrigada,2,positive
divulgado,8,positive
aquele,12,positive
barulho,11,positive
tic,1,positive
tac,1,positive
relatar,1,positive
probleminha,7,positive
trava,4,positive
encosto,6,positive
enviassem,2,positive
deverá,2,positive
end,2,positive
fornecido,1,positive
horario,2,positive
h,9,positive
põe,2,positive
tratar,11,positive
órgão,2,positive
público,1,positive
avaria,16,positive
palavra,4,positive
instrução,10,positive
vejo,8,positive
positivo,7,positive
condiçõesrecomendo,1,positive
lojaobrigado,1,positive
marileide,1,positive
perece,1,positive
distribui,5,positive
energia,6,positive
cai,4,positive
porta,16,positive
condição,17,positive
orazo,2,positive
lentes,5,positive
cartuchos,19,positive
comprimento,4,positive
exclente,1,positive
liindo,3,positive
época,4,positive
continua,9,positive
oarece,1,positive
sbmarino,1,positive
execente,2,positive
produtosuper,7,positive
passo,8,positive
proposta,6,positive
inconformidade,1,positive
fretes,33,positive
b,5,positive
danos,17,positive
goste,10,positive
recorde,26,positive
teclado,9,positive
macbook,3,positive
pro,27,positive
risco,17,positive
corria,2,positive
êxito,2,positive
dessa,41,positive
incompleto,9,positive
unid,4,positive
divergente,8,positive
minh,1,positive
teria,22,positive
contente,41,positive
rápidoproduto,4,positive
estipuladoótima,1,positive
previstofiquei,2,positive
neia,1,positive
condiz,14,positive
d,39,positive
efetuei,18,positive
algumas,27,positive
real,14,positive
indicava,1,positive
prestação,12,positive
imediato,7,positive
coluna,7,positive
relógiomuito,2,positive
note,5,positive
acolchoada,3,positive
básica,1,positive
noprazo,1,positive
onrigada,1,positive
decidi,4,positive
composição,3,positive
mesa,20,positive
jantar,3,positive
chateada,9,positive
tiro,1,positive
pulso,7,positive
casio,10,positive
dops,1,positive
cabos,7,positive
satisifeito,1,positive
feitas,16,positive
relatadas,1,positive
página,6,positive
ontem,22,positive
eficacia,1,positive
fofinha,2,positive
m,11,positive
grandinha,2,positive
dog,2,positive
macio,32,positive
acordado,20,positive
adoreeirecomendo,1,positive
pensava,12,positive
ia,13,positive
tel,2,positive
citado,2,positive
futuramente,6,positive
solicitar,8,positive
suplementar,1,positive
antendimento,1,positive
nenh,1,positive
entes,4,positive
alumas,1,positive
quebradas,2,positive
repente,1,positive
ex,4,positive
fogões,1,positive
extra,7,positive
procura,8,positive
rápidos,6,positive
compre,14,positive
anda,4,positive
frio,2,positive
acima,17,positive
ficase,1,positive
ansioso,2,positive
chegue,9,positive
logo,35,positive
adequadamente,5,positive
satisfatório,20,positive
aderente,2,positive
lojista,8,positive
tambem,10,positive
prazer,11,positive
igualzinho,10,positive
lindooooooo,2,positive
vende,7,positive
dinheiro,15,positive
volta,17,positive
exceto,6,positive
culpa,27,positive
descarrega,2,positive
desligado,1,positive
estipuladomuito,2,positive
satisfeitotanto,1,positive
produtoquanto,1,positive
questionar,3,positive
cumprem,15,positive
ibl,1,positive
inicio,3,positive
impecável,19,positive
didatico,1,positive
noção,3,positive
cm,29,positive
lindinha,2,positive
perfeitinho,3,positive
níver,1,positive
considerando,3,positive
peli,1,positive
desejado,9,positive
impressora,12,positive
estragou,2,positive
utilidade,5,positive
incrível,22,positive
contar,17,positive
profuto,4,positive
publicação,6,positive
bomentrega,4,positive
ante,13,positive
prazoparabens,6,positive
life,1,positive
explicado,4,positive
pude,18,positive
blackout,5,positive
precisará,3,positive
pvc,3,positive
aprovo,9,positive
bloqueio,3,positive
raios,2,positive
sol,3,positive
vedada,2,positive
passa,7,positive
sozinha,2,positive
desda,1,positive
remoto,10,positive
fone,24,positive
carregador,13,positive
potes,14,positive
linha,13,positive
tamanhos,6,positive
deveriam,29,positive
coqueteleira,3,positive
certocomo,2,positive
altura,11,positive
faço,43,positive
pesquisa,1,positive
acabo,3,positive
satisfeitaproduto,2,positive
postagem,14,positive
presta,3,positive
compressão,1,positive
barras,3,positive
eram,24,positive
estavam,18,positive
manchinhas,1,positive
pretas,1,positive
saem,2,positive
estrelas,42,positive
mostrou,2,positive
formas,2,positive
beijos,3,positive
pipoqueira,6,positive
exalou,1,positive
cheiro,23,positive
queimado,2,positive
pulou,1,positive
milho,2,positive
pipoca,6,positive
estourar,1,positive
balança,7,positive
digital,5,positive
continuam,5,positive
enrolando,1,positive
vendas,7,positive
enviaram,31,positive
ingles,1,positive
japones,2,positive
compacta,2,positive
tiver,10,positive
cair,7,positive
documentos,2,positive
vertical,3,positive
evitar,9,positive
confecionado,1,positive
fabrica,3,positive
terminar,3,positive
algum,53,positive
bomconfortavel,1,positive
duro,4,positive
bakana,1,positive
bomporém,5,positive
muitas,22,positive
opções,15,positive
celulareso,1,positive
último,20,positive
geralmente,4,positive
reclamaçao,1,positive
funcionarão,1,positive
urgencia,5,positive
configurar,7,positive
entender,7,positive
funcionalidades,3,positive
entregarão,3,positive
servico,8,positive
lindoperfeito,1,positive
adequada,13,positive
nenem,1,positive
demanda,3,positive
atrasadomas,1,positive
compreensível,1,positive
consta,28,positive
quadro,26,positive
leão,3,positive
rastreei,2,positive
vários,30,positive
compartimentos,6,positive
distribuir,1,positive
cartões,1,positive
dinheiros,1,positive
moedas,2,positive
mundo,9,positive
ke,2,positive
gostoso,5,positive
fim,27,positive
masa,1,positive
fragrância,9,positive
levar,10,positive
chegarem,1,positive
aves,2,positive
plenamente,13,positive
resulta,1,positive
criança,13,positive
fom,1,positive
secador,2,positive
selar,1,positive
prancha,3,positive
flexível,3,positive
apropriada,3,positive
zenfone,6,positive
zoom,2,positive
bordas,5,positive
cola,10,positive
descolado,2,positive
muit,2,positive
extrema,7,positive
instalado,18,positive
emborrachado,2,positive
internamente,5,positive
salgado,2,positive
compatível,15,positive
edge,1,positive
intecta,1,positive
certodentro,1,positive
geral,40,positive
reenvio,1,positive
tarde,27,positive
tranquilo,26,positive
aroma,2,positive
noites,1,positive
quentes,1,positive
solicito,4,positive
evitarem,1,positive
envio,92,positive
tanta,1,positive
papelada,1,positive
repetitivos,1,positive
lembremse,1,positive
paz,3,positive
ecologia,1,positive
lojamelhor,1,positive
transportadoramelhor,1,positive
puder,4,positive
adquiri,27,positive
pen,2,positive
wifi,4,positive
recomendar,20,positive
usa,5,positive
física,2,positive
atendida,58,positive
finalidade,5,positive
pesca,4,positive
levinho,2,positive
aprovadissimo,2,positive
espaçosas,4,positive
aindapor,1,positive
aquisição,32,positive
ates,5,positive
elaborado,1,positive
mini,6,positive
aspirador,10,positive
portátil,5,positive
nele,8,positive
coll,1,positive
water,1,positive
feminino,6,positive
eau,2,positive
toilette,1,positive
mlentrega,1,positive
assídua,1,positive
pronta,4,positive
utiliza,2,positive
plataforma,3,positive
encontrar,6,positive
oportunidades,1,positive
braço,8,positive
pintura,11,positive
máscarapois,1,positive
descarregada,1,positive
depreciasse,1,positive
